"","group","year","var","estimate","MOE","growth_per_base2013","statsig_90per_value","statsig_90per","statsig_95per_value","statsig_95per"
"2956","Los Angeles County",2016,"hhs_mort30plus_per",27.4738326033492,0.181652886889731,-9.33050565210561,-19.8540098735827,"nonsignificant",-23.6558415515028,"nonsignificant"
"2957","Los Angeles County",2017,"hhs_mort30plus_per",26.532104704952,0.16945951196865,-12.4384081276624,-23.4773601402662,"nonsignificant",-27.9730248479767,"nonsignificant"
"2958","Los Angeles County",2018,"hhs_mort30plus_per",26.0362108476729,0.206309146315244,-14.074963388767,-22.0731673242608,"nonsignificant",-26.2999440459277,"nonsignificant"
"2959","Los Angeles County",2013,"hhs_mort50plus_per",7.8957268770733,0.144163928018171,0,NA,NA,NA,NA
"2960","Los Angeles County",2014,"hhs_mort50plus_per",7.42029968449015,0.143342818193813,-6.02132267218668,-8.6020132962407,"nonsignificant",-10.249207331691,"nonsignificant"
"2961","Los Angeles County",2015,"hhs_mort50plus_per",6.96236163050486,0.117969271718918,-11.8211440327126,-13.0323542122513,"nonsignificant",-15.5279114018313,"nonsignificant"
"2962","Los Angeles County",2016,"hhs_mort50plus_per",6.5493846260543,0.124458596359316,-17.0515301754973,-15.0124970325678,"nonsignificant",-17.8872305068893,"nonsignificant"
"2963","Los Angeles County",2017,"hhs_mort50plus_per",6.25074386853959,0.108740798432522,-20.8338387857643,-16.7541183889564,"nonsignificant",-19.9623538251395,"nonsignificant"
"2964","Los Angeles County",2018,"hhs_mort50plus_per",6.04306401105485,0.11043634788319,-23.4641204649314,-16.7818857021269,"nonsignificant",-19.9954382833853,"nonsignificant"
"2965","Los Angeles County",2013,"hhs_occup_1plus_per",12.1246304230799,0.127029082881594,0,NA,NA,NA,NA
"2966","Los Angeles County",2014,"hhs_occup_1plus_per",12.0507366323186,0.107966503005411,-0.609451902308267,-1.63038411993827,"nonsignificant",-1.94258533439453,"nonsignificant"
"2967","Los Angeles County",2015,"hhs_occup_1plus_per",11.8116411268042,0.113066098208604,-2.58143370440247,-4.78700373871543,"nonsignificant",-5.70366402910775,"nonsignificant"
"2968","Los Angeles County",2016,"hhs_occup_1plus_per",11.7736517111564,0.115942875296985,-2.89475802293636,-4.33389409424923,"nonsignificant",-5.16378870804163,"nonsignificant"
"2969","Los Angeles County",2017,"hhs_occup_1plus_per",11.6632445152006,0.116326423840129,-3.80536059062872,-4.92651096928839,"nonsignificant",-5.86988541021596,"nonsignificant"
"2970","Los Angeles County",2018,"hhs_occup_1plus_per",11.4420304956673,0.108307264734195,-5.62986172438903,-6.72648516117287,"nonsignificant",-8.0145355111847,"nonsignificant"
"2971","Los Angeles County",2013,"hhs_occup_1plus_owner_per",2.85579140306273,0.0633563202279714,0,NA,NA,NA,NA
"2972","Los Angeles County",2014,"hhs_occup_1plus_owner_per",2.79873710480938,0.0514588217977047,-1.99784543759608,-2.57120001184341,"nonsignificant",-3.06355746091981,"nonsignificant"
"2973","Los Angeles County",2015,"hhs_occup_1plus_owner_per",2.65581267205811,0.053896420278755,-7.00256786227973,-6.25320746655325,"nonsignificant",-7.45063017291451,"nonsignificant"
"2974","Los Angeles County",2016,"hhs_occup_1plus_owner_per",2.60868505368169,0.0486017510742726,-8.65281508712528,-6.5719583019236,"nonsignificant",-7.83041840229195,"nonsignificant"
"2975","Los Angeles County",2017,"hhs_occup_1plus_owner_per",2.6058221691079,0.0470907116180437,-8.75306346558626,-5.82383593974987,"nonsignificant",-6.93903856651048,"nonsignificant"
"2976","Los Angeles County",2018,"hhs_occup_1plus_owner_per",2.55499743051424,0.0467146370100824,-10.5327711339807,-6.28592930696306,"nonsignificant",-7.48961789765811,"nonsignificant"
"2977","Los Angeles County",2013,"hhs_occup_1plus_renter_per",9.26883902001713,0.110691061708386,0,NA,NA,NA,NA
"2978","Los Angeles County",2014,"hhs_occup_1plus_renter_per",9.25199952750918,0.0956256796132441,-0.181678551883235,-0.423453449589077,"nonsignificant",-0.504540280361454,"nonsignificant"
"2979","Los Angeles County",2015,"hhs_occup_1plus_renter_per",9.15582845474613,0.0999517625352257,-1.21925264886941,-1.97087727231913,"nonsignificant",-2.34827930318875,"nonsignificant"
"2980","Los Angeles County",2016,"hhs_occup_1plus_renter_per",9.16496665747468,0.10580456161304,-1.12066206261781,-1.44060715351942,"nonsignificant",-1.71646809781038,"nonsignificant"
"2981","Los Angeles County",2017,"hhs_occup_1plus_renter_per",9.05742234609271,0.106882025455566,-2.28094018536564,-2.52698942729153,"nonsignificant",-3.01088101975161,"nonsignificant"
"2982","Los Angeles County",2018,"hhs_occup_1plus_renter_per",8.88703306515302,0.0983636090823772,-4.11924248592032,-4.24140723257084,"nonsignificant",-5.05359159625462,"nonsignificant"
"2983","Los Angeles County",2013,"hhs_same1yr_owner_per",46.8711720849885,0.281851591780523,0,NA,NA,NA,NA
"2984","Los Angeles County",2014,"hhs_same1yr_owner_per",46.2994257748352,0.261027319266457,-1.21982507524376,-5.4745323171076,"nonsignificant",-6.5228470161282,"nonsignificant"
"2985","Los Angeles County",2015,"hhs_same1yr_owner_per",45.9064141139385,0.278301228675914,-2.05831842502391,-6.33510809600068,"nonsignificant",-7.54821390161784,"nonsignificant"
